Station Name,Province,Year,Mean Temperature (C),Total Precipitation (mm)
COWPAR LO,AB,2001,16.6,88.0
CROSS LAKE,AB,2001,16.1,165.5
DEER MOUNTAIN LO,AB,2001,13.4,252.4
EAGLE LO,AB,2001,14.1,303.8
EDSON A,AB,2001,14.9,246.0
EDSON CR10,AB,2001,14.8,229.8
ELLS LO,AB,2001,16.2,119.5
ENILDA LO,AB,2001,16.0,148.6
ENTRANCE,AB,2001,14.4,165.2
ENTWISTLE,AB,2001,16.5,259.2
FLATTOP LO,AB,2001,14.4,161.6
FORT ASSINIBOINE RS,AB,2001,15.6,226.4
FORT ASSINIBOINE 2,AB,2001,14.9,217.2
FORT MCMURRAY A,AB,2001,17.6,56.0
FORT MCMURRAY CS,AB,2001,18.1,59.0
GOOSE MOUNTAIN LO,AB,2001,12.8,290.8
GORDON LAKE LO,AB,2001,16.4,89.0
GRANDE LO,AB,2001,16.3,90.5
GROUND ZERO AFS,AB,2001,16.1,134.3
HEART LAKE LO,AB,2001,15.4,101.8
HENDRICKSON CREEK,AB,2001,11.3,184.0
HOUSE MOUNTAIN LO,AB,2001,13.5,304.8
HUCKLEBERRY LO,AB,2001,11.4,230.2
IMPERIAL LO,AB,2001,13.1,234.6
JASPER EAST GATE,AB,2001,15.2,120.7
JOHNSON LAKE LO,AB,2001,16.9,106.4
KAYBOB 3,AB,2001,14.7,263.7
KEANE LO,AB,2001,19.0,66.6
LAC LA BICHE (AUT),AB,2001,17.0,56.6
LAC LA BICHE CLIMATE,AB,2001,16.6,57.4
LIVOCK LO,AB,2001,15.1,131.4
LOVETT LO,AB,2001,12.8,195.0
MARTEN HILLS AFS,AB,2001,13.8,119.9
MARTEN MOUNTAIN LO,AB,2001,14.3,85.0
MAYBERNE LO,AB,2001,12.9,272.6
MAY LO,AB,2001,14.9,103.8
MERIDIAN LO,AB,2001,14.8,86.8
MILDRED LAKE,AB,2001,19.0,74.0
MOBERLY LO,AB,2001,11.5,192.4
MOOSE WALLOW,AB,2001,15.4,184.4
MUSKEG LO,AB,2001,16.5,54.3
OBED LO,AB,2001,11.6,239.4
PASS CREEK LO,AB,2001,13.3,277.0
RICHARDSON LO,AB,2001,18.4,59.5
ROCK ISLAND LAKE LO,AB,2001,15.9,109.5
RONAN,AB,2001,15.9,293.6
ROUND HILL LO,AB,2001,16.1,96.0
SALTEAUX,AB,2001,14.7,121.0
SALT PRAIRIE LO,AB,2001,15.4,129.7
SAND RIVER LO,AB,2001,16.5,118.6
SANDY LAKE LO,AB,2001,16.6,59.6
SCHWARTZ CREEK,AB,2001,14.2,193.1
SHINING BANK,AB,2001,15.4,209.6
SLAVE LAKE CR10,AB,2001,16.4,76.2
SLAVE LAKE A,AB,2001,16.5,78.7
STONEY MOUNTAIN LO,AB,2001,15.6,127.1
SWAN DIVE LO,AB,2001,13.6,355.4
TOM HILL LO,AB,2001,13.5,289.7
TONY LO,AB,2001,14.2,185.6
VEGA LO,AB,2001,15.9,224.6
VENICE,AB,2001,16.4,53.6
WANDERING RIVER RS,AB,2001,15.9,105.6
TWIN LAKES,AB,2001,16.4,187.6
WHITECOURT,AB,2001,15.4,199.2
WHITECOURT A,AB,2001,15.7,216.7
WHITECOURT LO,AB,2001,13.8,261.2
WILDHAY,AB,2001,13.5,88.3
WINDFALL AFS,AB,2001,14.9,237.4
WINEFRED LO,AB,2001,16.3,144.5
YELLOWHEAD LO,AB,2001,13.2,186.4
HINTON VALLEY,AB,2001,16.2,147.0
FREEMAN RIVER,AB,2001,14.2,185.4
WILLOW CREEK 1,AB,2001,11.9,155.4
ETA LAKE,AB,2001,14.8,214.9
ADAIR LO,AB,2001,16.2,92.8
AMBER LO,AB,2001,15.8,116.0
BALD MOUNTAIN LO,AB,2001,14.9,141.0
BALLATER,AB,2001,16.4,93.9
BATTLE RIVER LO,AB,2001,16.0,93.8
BEAVERLODGE CDA,AB,2001,14.8,113.0
BASSET LO,AB,2001,15.6,52.6
BEAVERLODGE RCS,AB,2001,15.3,113.2
BISON LO,AB,2001,16.0,88.8
BUFFALO LO,AB,2001,15.5,132.3
CADOTTE LO,AB,2001,15.3,129.1
BASNETT,AB,2001,13.4,99.8
CAMBRIA LO,AB,2001,18.7,35.0
CHINCHAGA LO,AB,2001,14.9,125.2
CHIPEWYAN LAKES LO,AB,2001,16.3,77.2
CLEAR HILLS LO,AB,2001,14.3,76.8
COPTON LO,AB,2001,9.5,221.2
DEADWOOD LO,AB,2001,16.0,99.4
DOIG LO,AB,2001,13.3,115.4
ECONOMY LO,AB,2001,14.8,161.0
EDRA LO,AB,2001,15.4,171.6
ELMWORTH CDA EPF,AB,2001,15.1,117.0
EUREKA RIVER,AB,2001,14.5,133.1
FOGGY LO,AB,2001,14.8,63.2
FONTAS LO,AB,2001,13.7,154.2
FORT CHIPEWYAN A,AB,2001,18.5,55.5
FORT VERMILION,AB,2001,18.5,47.0
GIFT LAKE LO,AB,2001,15.3,98.0
GRANDE CACHE,AB,2001,13.1,184.6
GRANDE PRAIRIE CR21X,AB,2001,15.8,93.2
GRANDE PRAIRIE A,AB,2001,16.1,110.1
GROVEDALE RS,AB,2001,15.3,100.0
HAWK HILLS LO,AB,2001,15.9,98.1
HIGH LEVEL A,AB,2001,17.2,84.0
HOTCHKISS LO,AB,2001,13.7,150.8
JACKPINE AFS,AB,2001,15.0,73.7
JEAN LO,AB,2001,15.4,108.8
KAKWA,AB,2001,9.9,225.9
KAKWA LO,AB,2001,13.7,252.0
KEG RIVER RS,AB,2001,16.9,69.0
KEG LO,AB,2001,14.6,121.4
LAMBERT CREEK LO,AB,2001,17.4,47.5
KIMIWAN LO,AB,2001,15.0,101.1
MANNING,AB,2001,16.6,99.1
MEEKWAP,AB,2001,15.2,150.2
MISTANUSK CREEK,AB,2001,10.9,231.7
MUSKWA LO,AB,2001,15.9,150.8
NOSE MOUNTAIN LO,AB,2001,12.1,173.8
NOTIKEWIN LO,AB,2001,14.7,118.6
OTTER LAKES LO,AB,2001,15.5,102.8
PANNY LO,AB,2001,16.5,89.4
PEACE RIVER A,AB,2001,16.5,64.1
PETITOT LO,AB,2001,15.0,114.0
PINTO LO,AB,2001,13.4,163.2
PONTON LO,AB,2001,14.2,114.3
PUSKWASKAU LO,AB,2001,14.4,120.1
RED EARTH,AB,2001,16.3,48.8
RED EARTH LO,AB,2001,15.5,60.0
SADDLE HILLS LO,AB,2001,14.5,117.9
SEXSMITH WIEBE,AB,2001,14.0,108.0
SIMONETTE,AB,2001,14.2,287.0
SIMONETTE LO,AB,2001,11.5,295.8
RAINBOW LO,AB,2001,15.8,69.8
SMOKY LO,AB,2001,14.0,218.2
SNUFF MOUNTAIN LO,AB,2001,14.9,222.1
SPIRIT RIVER AUTO STATION,AB,2001,14.2,100.8
STEEN LO,AB,2001,15.9,97.6
SWEATHOUSE LO,AB,2001,14.8,177.4
TALBOT LAKE LO,AB,2001,15.3,88.7
TEEPEE LO,AB,2001,15.2,140.6
TROUT MOUNTAIN LO,AB,2001,15.2,81.8
VALLEYVIEW RS,AB,2001,13.9,176.8
WABASCA RS,AB,2001,16.6,112.2
WADLIN LO,AB,2001,15.2,105.2
WATT MOUNTAIN LO,AB,2001,15.3,68.8
WHITEFISH LO,AB,2001,15.8,117.9
WHITE MOUNTAIN LO,AB,2001,14.1,112.0
WHITEMUD LO,AB,2001,14.3,145.1
WORSLEY-KOZACK,AB,2001,15.2,115.5
YATES LO,AB,2001,17.2,114.4
ZAMA LO,AB,2001,16.2,71.4
BISTCHO LAKE (F5),AB,2001,14.6,111.2
CLEARDALE,AB,2001,15.6,114.0
FOX CREEK JUNCTION,AB,2001,14.4,231.1
GARDEN RIVER,AB,2001,17.5,63.0
SNEDDON CREEK RS,AB,2001,16.1,86.3
COLD LAKE A,AB,2001,17.9,123.7
AMULET,SK,2001,19.7,60.2
ATWATER,SK,2001,19.1,58.0
BENSON,SK,2001,19.6,80.4
BROADVIEW,SK,2001,18.5,85.4
BUFFALO POUND LAKE,SK,2001,19.9,56.7
CEYLON,SK,2001,19.4,68.2
COTE,SK,2001,18.8,71.2
CUPAR,SK,2001,18.9,51.8
DAHINDA,SK,2001,19.3,86.8
DAVIDSON,SK,2001,18.3,88.5
DUVAL,SK,2001,19.7,77.2
ESTEVAN A,SK,2001,19.5,69.4
FENWOOD,SK,2001,18.5,30.2
FERTILE,SK,2001,19.3,84.2
GOOD SPIRIT LAKE,SK,2001,18.7,48.4
GRAYSON,SK,2001,17.8,50.7
HANDSWORTH,SK,2001,18.7,97.4
HOLDFAST,SK,2001,19.1,104.0
HUMBOLDT,SK,2001,18.2,72.1
INDIAN HEAD CDA,SK,2001,18.0,42.0
KELLIHER,SK,2001,19.0,61.4
KIPLING,SK,2001,18.8,81.0
LAKE ALMA,SK,2001,20.0,73.9
LANGENBURG,SK,2001,18.6,47.5
LAST MOUNTAIN CS,SK,2001,19.2,90.0
LEROY,SK,2001,18.8,112.0
LIPTON 2,SK,2001,18.2,54.8
MANOR,SK,2001,19.4,125.2
MARYFIELD,SK,2001,19.4,92.1
MIDALE,SK,2001,20.1,67.6
MOOSE JAW CS,SK,2001,19.9,70.6
MUENSTER,SK,2001,18.6,71.6
NOKOMIS,SK,2001,19.7,120.9
OXBOW,SK,2001,19.4,120.4
PARKBEG,SK,2001,20.4,48.6
PARKERVIEW,SK,2001,18.3,20.8
PASWEGIN,SK,2001,18.8,59.4
QU'APPELLE 1,SK,2001,19.4,37.5
REDVERS,SK,2001,19.1,129.6
REGINA INT'L A,SK,2001,19.2,161.4
REGINA RCS,SK,2001,19.1,167.8
ROCANVILLE,SK,2001,19.8,114.2
SALTCOATS,SK,2001,19.2,39.3
TUGASKE,SK,2001,19.5,84.4
WAPELLA NEWFINLAND,SK,2001,18.8,86.8
WATROUS,SK,2001,19.4,93.8
WATROUS EAST,SK,2001,18.6,61.6
WEYBURN,SK,2001,19.6,117.8
WHITEWOOD,SK,2001,19.0,87.6
WYNYARD,SK,2001,19.1,92.6
YELLOW GRASS,SK,2001,19.5,91.8
YORKTON A,SK,2001,18.8,31.6
TONKIN,SK,2001,19.2,40.2
WYNYARD (AUT),SK,2001,18.3,109.6
ABBEY,SK,2001,20.5,44.0
ANEROID,SK,2001,20.6,103.8
ASSINIBOIA AIRPORT,SK,2001,18.4,89.6
BEECHY,SK,2001,20.1,104.2
CODERRE,SK,2001,19.3,62.2
CYPRESS HILLS,SK,2001,17.4,61.2
EASTLEIGH,SK,2001,20.3,54.7
ELBOW CS,SK,2001,19.8,35.0
ELBOW 2 NE,SK,2001,19.2,55.7
ELROSE,SK,2001,20.8,68.8
GOLDEN PRAIRIE,SK,2001,20.6,53.2
HERBERT 2,SK,2001,19.7,112.5
LUCKY LAKE,SK,2001,19.1,88.6
MAPLE CREEK,SK,2001,20.2,29.0
MAPLE CREEK NORTH,SK,2001,22.0,32.3
ROCK POINT,SK,2001,19.9,73.8
SHAUNAVON 2,SK,2001,20.3,48.2
STEWART VALLEY,SK,2001,19.9,88.8
SWIFT CURRENT A,SK,2001,19.4,63.0
SWIFT CURRENT CDA,SK,2001,19.6,63.0
TOMPKINS,SK,2001,20.8,28.3
LEADER AIRPORT,SK,2001,19.7,58.6
CLAYDON,SK,2001,20.7,84.8
CORONACH,SK,2001,19.9,85.6
CORONACH SPC,SK,2001,19.5,50.2
CYPRESS HILLS PARK,SK,2001,17.8,72.0
EASTEND CYPRESS (AUT),SK,2001,18.8,32.8
FRONTIER,SK,2001,20.6,66.3
MANKOTA,SK,2001,20.1,48.1
TREELON,SK,2001,19.9,59.8
VAL-MARIE,SK,2001,19.6,48.4
VAL MARIE SOUTHEAST,SK,2001,20.1,88.0
WEST POPLAR RIVER,SK,2001,19.1,86.6
ARTLAND,SK,2001,18.0,56.8
BICKLEIGH,SK,2001,20.2,34.2
BIGGAR,SK,2001,20.2,95.0
BUTTE ST PIERRE,SK,2001,17.5,83.8
HILLMOND,SK,2001,17.7,61.2
KERROBERT,SK,2001,18.6,61.9
KINDERSLEY A,SK,2001,19.0,40.8
LASHBURN 1,SK,2001,17.5,51.0
MEDSTEAD,SK,2001,16.8,114.0
NORTH BATTLEFORD A,SK,2001,18.4,97.5
ROSETOWN EAST,SK,2001,19.2,67.0
RUDDELL,SK,2001,19.0,72.8
SCOTSTOWN,SK,2001,18.7,36.2
SCOTT CDA,SK,2001,17.7,40.6
SCOTT CS,SK,2001,17.6,40.6
SONNINGDALE,SK,2001,18.1,95.8
UNITY SOUTH,SK,2001,18.5,41.6
WASECA,SK,2001,17.6,69.4
BORDEN 18N,SK,2001,19.0,69.5
CARLTON,SK,2001,18.7,61.4
HARRIS,SK,2001,19.3,92.3
MACDOWALL,SK,2001,18.8,79.0
MELFORT,SK,2001,18.6,46.4
MILDEN,SK,2001,19.0,50.8
OSLER 6 N,SK,2001,19.6,81.6
OUTLOOK PFRA,SK,2001,19.6,75.4
PILGER,SK,2001,18.6,67.2
PRINCE ALBERT A,SK,2001,18.7,66.4
SASKATOON DIEFENBAKER INT'L A,SK,2001,19.7,52.2
SASKATOON KERNEN FARM CS,SK,2001,19.4,53.6
SASKATOON SRC,SK,2001,20.3,48.2
SASKATOON WATER TP,SK,2001,20.7,69.4
LANGHAM 2W,SK,2001,19.6,66.1
BUFFALO NARROWS A,SK,2001,18.6,129.0
BUFFALO NARROWS (AUT),SK,2001,18.2,93.2
CIGAR LAKE,SK,2001,16.4,149.6
CLUFF LAKE AUTO,SK,2001,17.2,47.0
COLLINS BAY,SK,2001,16.1,206.8
COLLINS BAY CAMECO,SK,2001,16.7,81.2
ISLAND FALLS,SK,2001,17.9,142.7
KEY LAKE,SK,2001,17.7,97.9
KEY LAKE A,SK,2001,17.0,76.5
LA RONGE RCS,SK,2001,18.1,96.0
LA RONGE A,SK,2001,18.4,109.8
LOON LAKE CDA EPF,SK,2001,17.4,101.9
MEADOW LAKE A,SK,2001,17.0,45.6
SOUTHEND,SK,2001,16.9,141.6
STONY RAPIDS A,SK,2001,16.8,62.0
WASKESIU LAKE,SK,2001,17.9,60.6
WHITESAND DAM,SK,2001,17.6,96.6
MEADOW LAKE,SK,2001,16.8,48.0
URANIUM CITY (AUT),SK,2001,18.5,42.8
AYLSHAM,SK,2001,18.8,76.6
NIPAWIN A,SK,2001,18.1,118.8
SMOKY BURN,SK,2001,19.1,49.7
SNOWDEN WHITETAIL,SK,2001,16.7,175.9
TISDALE SOUTH,SK,2001,19.2,56.9
NIPAWIN,SK,2001,18.0,145.2
HUDSON BAY,SK,2001,18.9,32.5
HUDSON BAY 13W,SK,2001,18.6,69.4
MCKAGUE 2,SK,2001,18.6,122.8
PELLY,SK,2001,18.0,128.0
PELLY 2,SK,2001,19.3,79.4
BALDUR,MB,2001,19.7,131.8
BINSCARTH,MB,2001,18.3,93.0
BOGGY CREEK,MB,2001,17.7,98.8
BRANDON A,MB,2001,19.2,31.8
BRANDON CDA,MB,2001,19.6,38.0
CARBERRY CS,MB,2001,18.6,57.0
CLANWILLIAM,MB,2001,18.9,67.8
CYPRESS RIVER,MB,2001,20.7,78.4
FOXWARREN NORTH,MB,2001,18.8,79.3
ELKHORN 2 EAST,MB,2001,19.2,83.0
HAMIOTA 2,MB,2001,19.1,85.0
OAKNER,MB,2001,19.4,75.6
PIERSON,MB,2001,20.5,100.6
PORTAGE SOUTHPORT,MB,2001,20.1,90.0
ROBLIN,MB,2001,18.0,45.0
ST ALPHONSE,MB,2001,20.0,147.6
SANDY LAKE,ON,2001,18.4,123.2
SHOAL LAKE CS,MB,2001,18.2,69.2
SOURIS,MB,2001,19.3,66.8
STRATHCLAIR,MB,2001,18.3,101.4
TURTLE MOUNTAIN 6,MB,2001,19.9,82.0
VIRDEN,MB,2001,20.2,68.7
WASAGAMING,MB,2001,16.8,78.2
MELITA,MB,2001,19.0,55.2
ALTONA,MB,2001,21.1,137.4
CARMAN,MB,2001,20.2,182.8
DEERWOOD RCS,MB,2001,19.8,117.2
EMERSON AUT,MB,2001,20.6,189.0
GLENLEA,MB,2001,20.3,165.7
GRETNA (AUT),MB,2001,19.8,95.3
KILLARNEY,MB,2001,18.0,5.0
MARQUETTE,MB,2001,20.4,79.0
MIAMI THIESSEN,MB,2001,20.6,124.7
MORDEN CDA CS,MB,2001,20.6,125.2
MYRTLE,MB,2001,20.6,184.6
PILOT MOUND (AUT),MB,2001,18.6,106.6
PILOT MOUND 2,MB,2001,20.4,108.4
PINEY,MB,2001,20.1,145.8
PLUM COULEE,MB,2001,20.9,100.6
ST PIERRE JOLYS,MB,2001,20.1,144.5
SELKIRK,MB,2001,20.5,130.2
SNOWFLAKE,MB,2001,19.9,142.2
SPRAGUE,MB,2001,19.2,137.2
STARBUCK,MB,2001,20.3,194.4
STEINBACH,MB,2001,20.0,108.9
STONY MOUNTAIN,MB,2001,20.7,145.2
TURTLE MOUNTAIN 11,MB,2001,19.7,154.8
WINNIPEG RICHARDSON INT'L A,MB,2001,20.4,150.3
WINNIPEG THE FORKS,MB,2001,21.9,146.2
CARMAN U OF M CS,MB,2001,19.8,163.6
WINNIPEG 'A' CS,MB,2001,20.1,149.8
ARBORG,MB,2001,19.4,73.6
BEAUSEJOUR 2,MB,2001,20.3,220.6
BERENS RIVER CS,MB,2001,18.5,56.8
FISHER BRANCH,MB,2001,20.0,41.8
FISHER BRANCH SOUTH,MB,2001,20.3,38.0
FISHER BRANCH (AUT),MB,2001,19.0,22.4
GIMLI,MB,2001,20.0,71.4
GIMLI INDUSTRIAL PARK,MB,2001,19.4,65.5
GRAND RAPIDS HYDRO,MB,2001,20.1,90.1
GREAT FALLS,MB,2001,20.9,81.1
HODGSON 2,MB,2001,19.2,25.4
INDIAN BAY,MB,2001,19.8,116.4
LA BROQUERIE,MB,2001,19.7,180.6
GRAND RAPIDS (AUT),MB,2001,17.7,78.4
PINAWA WNRE,MB,2001,19.9,140.7
RENNIE,MB,2001,19.4,123.7
OSTENFELD,MB,2001,20.2,117.6
PINAWA,MB,2001,19.4,127.2
BACHELORS ISLAND MARINE,MB,2001,20.9,42.4
DAUPHIN A,MB,2001,19.2,26.8
DAUPHIN CS,MB,2001,19.1,27.8
DELTA MARSH CS,MB,2001,20.2,87.0
GILBERT PLAINS,MB,2001,19.0,71.0
COWAN,MB,2001,18.2,61.2
LUNDAR EAST,MB,2001,19.7,33.9
MAFEKING,MB,2001,19.4,92.6
MAGNET,MB,2001,19.7,60.2
NEEPAWA MURRAY 6 SOUTHWEST,MB,2001,20.0,50.0
NEEPAWA WATER,MB,2001,19.8,34.4
OCHRE RIVER,MB,2001,20.0,77.6
PINE RIVER,MB,2001,19.3,76.2
RORKETON WEST,MB,2001,19.7,65.6
SWAN RIVER,MB,2001,19.0,93.0
VOGAR,MB,2001,20.6,16.2
WILSON CREEK WEIR CS,MB,2001,19.5,70.4
WINNIPEGOSIS,MB,2001,20.4,125.5
OAKPOINT MARINE,MB,2001,20.0,32.2
SWAN RIVER RCS,MB,2001,19.3,59.4
FLIN FLON,MB,2001,20.1,71.6
FLIN FLON A,MB,2001,19.2,100.6
HUNTERS POINT MARINE,MB,2001,20.6,48.0
PASQUIA PROJECT,MB,2001,19.1,85.4
THE PAS A,MB,2001,19.3,61.6
BROCHET A,MB,2001,17.4,51.0
BURNTWOOD RIVER,MB,2001,18.4,32.8
CHURCHILL A,MB,2001,13.8,92.0
CROSS LAKE JENPEG,MB,2001,19.1,39.7
GILLAM,MB,2001,15.7,34.0
GILLAM A,MB,2001,17.2,38.4
GODS LAKE NARROWS A,MB,2001,20.1,90.2
ISLAND LAKE A,MB,2001,18.8,98.8
KELSEY DAM CS,MB,2001,17.4,33.6
LYNN LAKE A,MB,2001,17.4,82.2
MISSI,MB,2001,16.9,12.0
TADOULE LAKE CS,MB,2001,16.3,66.6
THOMPSON A,MB,2001,17.5,32.4
THOMPSON ZOO,MB,2001,18.7,32.8
WABOWDEN,MB,2001,17.8,44.7
WALKER LAKE,MB,2001,19.0,29.5
WASKWATIM LAKE,MB,2001,19.0,26.6
YORK FACTORY,MB,2001,15.7,48.0
NORWAY HOUSE A,MB,2001,19.2,56.6
BIG TROUT LAKE READAC,ON,2001,17.0,51.5
EAR FALLS (AUT),ON,2001,18.9,42.6
LANSDOWNE HOUSE (AUT),ON,2001,16.6,89.6
PICKLE LAKE A,ON,2001,18.1,75.2
RED LAKE A,ON,2001,18.8,53.2
ATIKOKAN MARMION,ON,2001,19.6,210.9
BARWICK,ON,2001,19.5,147.0
ATIKOKAN (AUT),ON,2001,18.5,241.8
FORT FRANCES A,ON,2001,18.9,231.5
MINE CENTRE,ON,2001,19.0,303.8
RAINY RIVER,ON,2001,20.0,281.2
EMO RADBOURNE,ON,2001,18.8,205.5
DRYDEN A,ON,2001,19.1,157.1
DRYDEN 'A' (AUT),ON,2001,19.2,145.5
KENORA A,ON,2001,20.2,106.6
RAWSON LAKE,ON,2001,19.7,201.0
SIOUX LOOKOUT A,ON,2001,18.9,130.8
ARMSTRONG (AUT),ON,2001,14.1,38.4
CAMERON FALLS (AUT),ON,2001,17.0,90.4
CARIBOU ISLAND (AUT),ON,2001,11.8,29.8
GERALDTON A,ON,2001,17.0,108.5
FLINT,ON,2001,16.9,84.7
HEMLO BATTLE MOUNTAIN,ON,2001,16.9,39.3
LAKEHEAD UNIVERSITY,ON,2001,17.1,79.4
PUKASKWA (AUT),ON,2001,13.7,38.4
PUKASKWA NATL PARK,ON,2001,14.0,38.4
TERRACE BAY A,ON,2001,14.9,63.6
THUNDER BAY A,ON,2001,16.8,65.0
THUNDER BAY AWOS,ON,2001,16.8,65.0
TRANQUILLO RIDGE,ON,2001,17.3,136.2
UPSALA (AUT),ON,2001,16.4,56.0
WHITEFISH LAKE,ON,2001,16.9,136.6
KATATOTA ISLAND (AUT),ON,2001,16.9,196.0
ELLIOT LAKE A,ON,2001,18.0,24.6
SAULT STE MARIE 2,ON,2001,18.1,36.9
SAULT STE MARIE A,ON,2001,17.6,33.2
WAWA A,ON,2001,15.0,23.2
CHAPLEAU A,ON,2001,17.1,33.6
CONISTON STP,ON,2001,18.6,30.0
MASSEY,ON,2001,18.3,10.4
MONETVILLE,ON,2001,18.5,22.8
SUDBURY A,ON,2001,18.5,35.2
BONNER LAKE,ON,2001,17.1,45.4
EARLTON AWOS,ON,2001,17.6,41.0
EARLTON A,ON,2001,18.1,39.6
KAPUSKASING CDA,ON,2001,16.8,48.6
KAPUSKASING A,ON,2001,17.0,51.2
KIRKLAND LAKE CS,ON,2001,17.7,39.0
MOOSONEE UA,ON,2001,15.9,103.4
MOOSONEE A,ON,2001,15.6,83.5
PORCUPINE ONT HYDRO,ON,2001,18.0,54.7
TIMMINS VICTOR POWER A,ON,2001,17.0,46.8
DWIGHT,ON,2001,16.9,38.4
FRENCH R CHAUDIERE DAM,ON,2001,19.4,24.8
NORTH BAY A,ON,2001,18.3,16.4
GORE BAY A,ON,2001,19.0,22.0
GREAT DUCK ISLAND (AUT),ON,2001,16.2,34.4
SANDFIELD,ON,2001,18.0,18.8
APPLETON,ON,2001,19.7,14.2
AVONMORE,ON,2001,19.4,42.8
BROCKVILLE PCC,ON,2001,20.6,47.2
CHALK RIVER AECL,ON,2001,19.5,27.9
COMBERMERE,ON,2001,18.7,35.9
CORNWALL,ON,2001,20.9,54.4
DALHOUSIE MILLS,ON,2001,18.9,90.1
GODFREY,ON,2001,19.7,7.6
DRUMMOND CENTRE,ON,2001,19.4,34.0
GRENADIER ISLAND,ON,2001,20.7,19.4
HARTINGTON IHD,ON,2001,19.9,22.2
KEMPTVILLE CS,ON,2001,19.9,14.4
KINGSTON PUMPING STATION,ON,2001,20.3,30.4
LYNDHURST SHAWMERE,ON,2001,20.2,24.2
MORRISBURG,ON,2001,19.5,39.0
NORTH GOWER,ON,2001,19.4,16.8
OAK VALLEY,ON,2001,19.0,46.5
OMPAH,ON,2001,18.0,36.6
OMPAH-SEITZ,ON,2001,19.2,32.2
OTTAWA CDA,ON,2001,20.3,40.8
OTTAWA CDA RCS,ON,2001,19.8,43.2
OTTAWA MACDONALD-CARTIER INT'L  A,ON,2001,19.8,38.6
PEMBROKE SE,ON,2001,19.4,50.0
PETAWAWA A,ON,2001,18.3,29.5
ROLPHTON,ON,2001,19.0,26.6
RUSSELL,ON,2001,19.7,31.0
ST. ALBERT,ON,2001,19.2,47.4
SANDHURST,ON,2001,20.5,11.0
WINCHESTER CS,ON,2001,19.3,32.4
PETAWAWA HOFFMAN,ON,2001,19.5,59.4
ALLISTON NELSON,ON,2001,20.1,37.6
BARRIE (AUT),ON,2001,18.8,47.0
BARRIE WPCC,ON,2001,20.3,41.7
BEATRICE 2,ON,2001,17.2,37.6
BEAUSOLEIL,ON,2001,20.3,26.6
CHATSWORTH,ON,2001,18.6,33.5
COLDWATER WARMINSTER,ON,2001,19.3,23.0
COLLINGWOOD,ON,2001,20.1,22.2
COOKSTOWN,ON,2001,18.4,32.6
DORSET MOE,ON,2001,17.8,59.9
DUNCHURCH,ON,2001,18.3,15.6
DURHAM,ON,2001,19.0,61.2
HANOVER,ON,2001,19.0,30.6
HONEY HBR BEAUSOLEIL,ON,2001,20.3,26.6
HUNTSVILLE WPCP,ON,2001,17.8,47.8
LAGOON CITY,ON,2001,18.9,43.2
MIDLAND WATER POLLUTION CONTROL PLANT,ON,2001,19.7,28.3
MIDLAND HURONIA A,ON,2001,19.3,18.9
MUSKOKA A,ON,2001,18.2,19.6
ORILLIA BRAIN,ON,2001,19.5,28.6
OWEN SOUND MOE,ON,2001,19.3,21.9
PARRY SOUND HARBOUR,ON,2001,19.2,30.0
PORT LAW,ON,2001,17.2,57.0
POWASSAN,ON,2001,17.6,18.2
PROTON STATION,ON,2001,17.2,35.6
ROCKLYN,ON,2001,18.2,26.0
SHANTY BAY,ON,2001,19.1,29.2
UDORA,ON,2001,18.7,47.8
WALTERS FALLS,ON,2001,18.7,23.2
WIARTON A,ON,2001,18.4,33.2
WILDER LAKE,ON,2001,18.4,71.1
EGBERT CS,ON,2001,20.1,48.2
GLOUCESTER POOL,ON,2001,20.6,15.8
THORNBURY SLAMA,ON,2001,19.4,20.0
EGBERT CARE,ON,2001,19.2,52.4
GRAVENHURST BEAVER CREEK,ON,2001,18.7,18.4
BLYTH,ON,2001,19.5,67.5
CYPRUS LAKE CS,ON,2001,18.4,27.8
EXETER,ON,2001,20.5,20.4
GODERICH,ON,2001,19.5,4.0
NAIRN,ON,2001,20.9,22.2
KINCARDINE,ON,2001,19.0,30.8
PETROLIA TOWN,ON,2001,21.7,40.9
PORT ELGIN,ON,2001,19.1,21.2
SARNIA AIRPORT,ON,2001,21.0,22.4
TARA,ON,2001,18.9,20.0
THEDFORD,ON,2001,20.6,35.4
AMHERSTBURG,ON,2001,23.0,30.2
AYLMER,ON,2001,21.2,17.6
CHATHAM WPCP,ON,2001,22.5,9.4
DELHI CS,ON,2001,20.6,14.6
FORT ERIE,ON,2001,20.6,18.7
HAGERSVILLE,ON,2001,20.3,6.6
HARROW CDA AUTO,ON,2001,22.7,28.8
KINGSVILLE MOE,ON,2001,23.1,30.3
NEW GLASGOW,PE,2001,18.9,34.8
NIAGARA FALLS NPCSH,ON,2001,21.0,20.8
PORT COLBORNE,ON,2001,21.3,52.2
PORT WELLER (AUT),ON,2001,20.8,5.0
RIDGETOWN AUTOMATIC CLIMATE STATION,ON,2001,21.2,18.2
ST CATHARINES POWER GLEN,ON,2001,21.0,24.8
ST THOMAS WPCP,ON,2001,20.7,55.2
SMITHVILLE,ON,2001,20.7,21.0
THOROLD,ON,2001,21.3,23.0
TILLSONBURG NORTH,ON,2001,20.9,16.5
VINELAND,ON,2001,21.4,21.6
VINELAND RITTENHOUSE,ON,2001,21.1,20.4
WELLAND,ON,2001,20.5,19.5
